,user_id,rec
464,627,"[9803601, 1098844, 1029743, 1051516, 1126899]"
465,628,"[7166865, 981086, 1134210, 829323, 1029743]"
466,630,"[1082185, 6443350, 6464147, 6391134, 1029743]"
467,631,"[1082185, 839485, 6464147, 834158, 841309]"
468,632,"[884945, 12810422, 899624, 1029743, 885023]"
469,633,"[1082185, 1029743, 1013807, 861279, 985699]"
470,635,"[1003616, 854852, 1082185, 1029743, 916122]"
471,636,"[8358933, 1106523, 1029743, 5592931, 899624]"
472,637,"[1082185, 1100972, 979707, 1099164, 926905]"
473,638,"[1082185, 899624, 12987975, 1001827, 919534]"
474,641,"[1070782, 1082185, 910473, 995965, 971922]"
475,643,"[1126786, 5592261, 1029743, 899624, 12946027]"
476,644,"[1082185, 834117, 899624, 1033142, 1068719]"
477,647,"[1082185, 1029743, 899624, 12301100, 8090521]"
478,648,"[829645, 1053282, 898068, 839419, 1036347]"
479,650,"[1082185, 1029743, 1004906, 1126899, 979707]"
480,652,"[1065061, 830503, 890610, 1121059, 1051211]"
481,653,"[1082185, 979707, 1087102, 842264, 854852]"
482,654,"[1082185, 944137, 982955, 1034176, 839243]"
483,655,"[1053282, 901976, 833940, 1082185, 5568378]"
484,656,"[1082185, 5569230, 1106523, 844179, 922127]"
485,658,"[1029743, 1082185, 979707, 916122, 866211]"
486,659,"[904236, 844179, 5569845, 1029743, 1044078]"
487,660,"[1082185, 985893, 13876901, 931324, 1029743]"
488,661,"[1001827, 904359, 12262778, 5569230, 12301100]"
489,662,"[1070272, 1029743, 1126899, 965766, 1092303]"
490,663,"[1097398, 851528, 5565925, 934172, 1082185]"
491,664,"[866211, 1122568, 1106523, 979707, 1105917]"
492,665,"[1122358, 1029743, 8015407, 12384775, 5569230]"
493,666,"[972235, 844179, 1070845, 891752, 1106523]"
494,667,"[1121603, 1082185, 845208, 940766, 12301100]"
495,668,"[8015407, 12384775, 957951, 1106523, 1029743]"
496,669,"[1098844, 896085, 1104343, 1116741, 913026]"
497,670,"[1082185, 1029743, 5565202, 899115, 1055504]"
498,671,"[843259, 888054, 12384953, 1067606, 1036249]"
499,672,"[1082185, 8090556, 1117514, 871756, 1029743]"
500,673,"[836445, 899019, 1029743, 907631, 1106523]"
501,674,"[1082185, 913144, 940766, 7462562, 6904666]"
502,675,"[883932, 934948, 1106523, 871188, 987044]"
503,676,"[947798, 1117514, 9835903, 825343, 1106523]"
504,679,"[883003, 1082185, 1126899, 1029743, 976199]"
505,680,"[10282425, 832442, 8090513, 1034956, 12731701]"
506,681,"[850102, 1134483, 967461, 856252, 902094]"
507,684,"[8090545, 844697, 999779, 1082185, 908064]"
508,685,"[9553382, 847573, 943169, 1097398, 5577022]"
509,686,"[1082185, 872137, 1029743, 1062128, 916122]"
510,687,"[1082185, 8090545, 1106523, 1029743, 1092835]"
511,690,"[850925, 1053282, 976199, 1037863, 890610]"
512,692,"[972416, 992529, 1135834, 1004436, 909129]"
513,693,"[979707, 951164, 9836195, 989409, 1044188]"
514,694,"[1043730, 819978, 12988031, 8090537, 883932]"
515,695,"[1082185, 1139493, 6463752, 1068719, 5565356]"
516,696,"[1082185, 1029743, 863885, 1106523, 931324]"
517,697,"[879445, 1106523, 1070820, 1004906, 1082185]"
518,698,"[1106523, 947798, 985893, 1108168, 890610]"
519,699,"[1082185, 935393, 1029743, 941883, 858439]"
520,700,"[938138, 1000753, 1106523, 1029743, 1082185]"
521,701,"[1082185, 835098, 839656, 5570383, 1110857]"
522,702,"[1082185, 916122, 1029743, 1070820, 12731432]"
523,703,"[1082185, 8090546, 831063, 916575, 913144]"
524,705,"[1029743, 1082185, 845208, 1068719, 1126899]"
525,706,"[1034886, 970747, 871611, 5591520, 835098]"
526,707,"[1082185, 1098844, 1029743, 1046816, 917427]"
527,708,"[12949855, 1082185, 1029743, 919681, 1068719]"
528,709,"[8090545, 1106523, 1053282, 1128240, 1055504]"
529,710,"[1037417, 13381584, 1082185, 1106523, 1036347]"
530,711,"[12172240, 1082185, 1029743, 1106523, 1126899]"
531,712,"[1082185, 1029743, 1022254, 842140, 845208]"
532,713,"[944938, 875392, 1075368, 5569230, 957232]"
533,714,"[1082185, 979707, 899624, 844179, 1068719]"
534,715,"[1081177, 834117, 1106523, 8014645, 1070702]"
535,716,"[6034857, 1082185, 1029743, 1106523, 965766]"
536,717,"[5592931, 1106523, 12949590, 1029743, 965766]"
537,718,"[1082185, 1029743, 916122, 844179, 829323]"
538,719,"[1082185, 895930, 1106091, 933835, 1040807]"
539,720,"[5568758, 1056212, 1055504, 863447, 854852]"
540,721,"[1126899, 906838, 1041796, 1082185, 1029743]"
541,722,"[1082185, 1098844, 12812261, 1029743, 996955]"
542,723,"[883616, 12810422, 934948, 957736, 1082185]"
543,724,"[1139786, 1022254, 1126899, 883003, 1106523]"
544,725,"[1044724, 1106523, 999563, 1082185, 1128206]"
545,726,"[1009770, 883003, 1126899, 849100, 1070820]"
546,727,"[857006, 1076226, 856060, 5592261, 897954]"
547,728,"[1080677, 852080, 1138292, 901205, 1029743]"
548,729,"[1106523, 1082185, 1070820, 12949590, 850102]"
549,730,"[8293447, 1126899, 1029743, 1122358, 8015407]"
550,731,"[839208, 831712, 7442056, 1135573, 6424472]"
551,732,"[1098844, 8014645, 979707, 9547021, 942778]"
552,733,"[1082185, 13512017, 951197, 1102250, 8014645]"
553,734,"[1082185, 842264, 1029743, 1098844, 970160]"
554,735,"[841365, 1106523, 1082185, 1015280, 1026118]"
555,736,"[1082185, 1029743, 1021324, 899624, 1117219]"
556,737,"[858439, 878285, 6534077, 823704, 917033]"
557,740,"[1082185, 883616, 1029743, 1014948, 1137688]"
558,741,"[1086001, 5592931, 842140, 1126786, 5591520]"
559,742,"[1088414, 965766, 1028953, 947798, 1082185]"
560,743,"[844179, 5564303, 12384775, 902094, 872342]"
561,744,"[1082185, 862866, 978906, 1098844, 992529]"
562,745,"[1082185, 983106, 12352201, 1075175, 854754]"
563,747,"[8090509, 1051323, 1091809, 8090537, 1004906]"
564,750,"[1011457, 931324, 1108168, 947798, 5568378]"
565,751,"[854900, 923149, 1012701, 947201, 1082185]"
566,752,"[1100972, 851819, 862725, 986912, 1080853]"
567,753,"[1082185, 1098844, 1029743, 825703, 923789]"
568,754,"[829323, 922127, 1005274, 1126899, 1036347]"
569,755,"[953539, 1100972, 12782182, 1082185, 973916]"
570,756,"[1085920, 1082185, 13158992, 904236, 963339]"
571,757,"[1082185, 9487885, 1029743, 1126899, 848029]"
572,758,"[1072523, 1075368, 845774, 1029743, 13008334]"
573,759,"[823862, 1131374, 842140, 962266, 854852]"
574,761,"[1082185, 1104343, 1029743, 834382, 1068719]"
575,762,"[1082185, 12754036, 979707, 844179, 1068719]"
576,764,"[6391134, 1029743, 822226, 1082185, 9420337]"
577,765,"[836445, 844697, 1106523, 899624, 1029743]"
578,766,"[1082185, 1098844, 1029743, 1104343, 8290421]"
579,767,"[8273950, 1042571, 1029743, 1106523, 1082185]"
580,768,"[1082185, 9670830, 1029743, 8019273, 9526628]"
581,769,"[1082185, 949142, 851819, 824193, 995628]"
582,770,"[1085138, 1029743, 1082185, 1126899, 12695224]"
583,771,"[899624, 1106523, 1068719, 979707, 1087102]"
584,772,"[1070820, 849100, 9926758, 1126899, 1060408]"
585,773,"[1082185, 9268695, 835973, 890909, 1103618]"
586,776,"[1082185, 1021116, 819255, 842140, 871756]"
587,777,"[923670, 834932, 820321, 1046816, 868909]"
588,779,"[1106523, 1082185, 1029743, 1051516, 948670]"
589,781,"[854133, 866755, 953561, 910673, 1046816]"
590,782,"[1082185, 1029743, 1106523, 951412, 882489]"
591,784,"[841365, 1139782, 13008334, 1123022, 5569230]"
592,785,"[1082185, 5568249, 7410071, 825703, 923789]"
593,786,"[1082185, 1065538, 899624, 12262778, 845208]"
594,787,"[1082185, 923789, 1079528, 1138487, 1029743]"
595,788,"[1108168, 969866, 1135258, 899624, 908504]"
596,789,"[1126899, 1029743, 976199, 1041796, 5568378]"
597,790,"[8181555, 866540, 918588, 1044759, 893221]"
598,793,"[8090545, 843464, 1082185, 8090565, 1101175]"
599,794,"[871756, 950638, 979707, 1053730, 1037863]"
600,796,"[1026118, 969866, 1082185, 1126899, 5592931]"
601,797,"[1092588, 8014645, 1005274, 12988031, 1048257]"
602,798,"[13158064, 6534030, 5568249, 13158992, 834117]"
603,799,"[1082185, 1126899, 1050851, 862799, 1122358]"
604,800,"[1082185, 1115358, 5590965, 862318, 1029743]"
605,801,"[844179, 1082185, 1059473, 849003, 5570408]"
606,802,"[1082185, 8357613, 1118946, 942525, 839656]"
607,803,"[1104649, 1082185, 1129049, 969725, 5592931]"
608,804,"[1037840, 1082185, 957063, 1013928, 1106523]"
609,805,"[979707, 1081177, 949023, 1108168, 939636]"
610,806,"[1082185, 5565356, 8090513, 904997, 1029743]"
611,807,"[1082185, 851819, 957736, 1029743, 1132911]"
612,808,"[1100972, 1082185, 998119, 891423, 1029743]"
613,809,"[961979, 1106523, 1082185, 1029743, 5592931]"
614,811,"[1108168, 5568378, 899624, 1029743, 1082185]"
615,812,"[1072917, 845622, 1021116, 979707, 1082185]"
616,813,"[882489, 832513, 931579, 835973, 9832469]"
617,814,"[1012587, 12648296, 907631, 1029743, 1106523]"
618,816,"[8090513, 841309, 1082185, 835530, 901062]"
619,817,"[1082185, 9655078, 1029743, 1092588, 1070820]"
620,818,"[1082185, 909714, 9856740, 5592931, 916993]"
621,820,"[9835619, 896757, 1037417, 1082185, 1084036]"
622,823,"[820321, 969836, 999250, 1082185, 1029743]"
623,824,"[1082185, 1106523, 847573, 871756, 844179]"
624,825,"[1082185, 1098844, 834158, 5591520, 915493]"
625,826,"[961620, 970760, 1037840, 1126899, 1106523]"
626,829,"[9469110, 1076769, 1082185, 1119112, 960791]"
627,831,"[9677949, 1064213, 872137, 856060, 10180324]"
628,836,"[1107760, 1116635, 851287, 1106523, 1029743]"
629,838,"[895295, 979707, 1126899, 1029743, 965766]"
630,840,"[1082185, 1029743, 1068719, 987044, 916122]"
631,841,"[1024319, 1128240, 1106523, 1114653, 863447]"
632,842,"[849505, 899624, 985893, 939636, 1068719]"
633,843,"[1082185, 1068719, 1042544, 1132911, 871756]"
634,844,"[1082185, 884686, 1029743, 842140, 1037863]"
635,845,"[849505, 8090533, 1071342, 1092588, 825994]"
636,846,"[837865, 829291, 827999, 1082185, 866871]"
637,847,"[1008074, 899115, 1082185, 1016276, 1071342]"
638,849,"[1082185, 844179, 1092835, 8290421, 1086001]"
639,850,"[1058214, 832442, 1006878, 8091550, 1037337]"
640,852,"[845622, 1013928, 1126899, 1070820, 1068719]"
641,853,"[883940, 829323, 1001827, 7466252, 976214]"
642,854,"[1041796, 1106523, 961979, 1029743, 1082185]"
643,855,"[1098844, 13008334, 6424472, 917427, 1075007]"
644,856,"[1082185, 878285, 942525, 852572, 844179]"
645,857,"[1082185, 922561, 12949855, 831063, 1135552]"
646,858,"[829323, 1106523, 1082185, 911974, 901666]"
647,859,"[1021324, 894439, 5569230, 1082185, 936355]"
648,862,"[988697, 882190, 5570408, 998556, 1022254]"
649,863,"[825749, 847573, 1058214, 5569135, 833940]"
650,864,"[1082185, 1029743, 832513, 12301100, 841220]"
651,865,"[1008074, 6443332, 1082185, 825343, 1106523]"
652,866,"[5592931, 1106523, 1044078, 1082185, 844179]"
653,867,"[1082185, 986912, 825365, 1091520, 850676]"
654,868,"[834117, 9673830, 1067749, 1028953, 8069350]"
655,869,"[996444, 5592931, 1044724, 983000, 1068719]"
656,871,"[1082185, 1029743, 1090676, 835098, 823704]"
657,873,"[8357613, 1029743, 983659, 1068719, 1128240]"
658,875,"[1082185, 1106523, 1070820, 901062, 916122]"
659,876,"[1123106, 839419, 916993, 959179, 948953]"
660,877,"[9859111, 1098844, 871061, 7155863, 1128016]"
661,878,"[1082185, 985893, 1106523, 1118033, 1044724]"
662,879,"[1017127, 915064, 847066, 1138858, 835530]"
663,880,"[1070820, 849100, 1126899, 897954, 1097280]"
664,882,"[892500, 852014, 1043751, 969836, 842140]"
665,883,"[1082185, 1067795, 1098844, 1029743, 823862]"
666,885,"[1068719, 5572738, 5587656, 916122, 899624]"
667,886,"[1004596, 1082185, 1070820, 1029743, 12949590]"
668,887,"[884945, 917427, 950894, 10180324, 1121360]"
669,888,"[1082185, 1029743, 1128016, 936229, 987734]"
670,889,"[1082185, 8090513, 9420067, 1029743, 883616]"
671,891,"[1098844, 972235, 1134210, 834117, 1106523]"
672,893,"[843111, 882190, 1042544, 868415, 898466]"
673,894,"[1082185, 1126899, 1106523, 1029743, 901062]"
674,895,"[1082185, 1085031, 913144, 826597, 1112238]"
675,896,"[983623, 834117, 7168058, 1125601, 1082185]"
676,897,"[1079528, 829291, 1029743, 1060408, 5568378]"
677,898,"[1082185, 824305, 823862, 862335, 899624]"
678,900,"[1082185, 1029743, 1008074, 979707, 844179]"
679,901,"[922561, 896085, 979707, 1056492, 899624]"
680,904,"[1137688, 862799, 836445, 871061, 1106523]"
681,905,"[5592931, 1106523, 1126899, 965766, 1029743]"
682,906,"[1082185, 999779, 1137507, 1038663, 1106523]"
683,907,"[986912, 1036347, 896613, 8014645, 1015539]"
684,908,"[1082185, 1029743, 1068719, 899624, 1104343]"
685,909,"[1082185, 9935616, 837569, 9296856, 1122928]"
686,910,"[1082185, 1106523, 12352201, 974265, 1070845]"
687,911,"[1082185, 1024306, 979707, 1029743, 871756]"
688,913,"[834117, 994223, 1091858, 1070820, 1121656]"
689,914,"[1076769, 1109014, 1002771, 862335, 9245108]"
690,915,"[1128812, 1131438, 845208, 999779, 1068719]"
691,916,"[12810422, 910473, 824193, 880888, 972931]"
692,919,"[851819, 9836195, 1029743, 1081177, 1015280]"
693,920,"[1082185, 842264, 5563934, 826666, 7154535]"
694,922,"[1082185, 825365, 837270, 1130581, 1132198]"
695,923,"[910673, 1042544, 970202, 896613, 1000753]"
696,924,"[823576, 5981072, 9673830, 1086740, 1020404]"
697,925,"[1109014, 1082185, 944836, 1029743, 1062128]"
698,926,"[1134633, 1101706, 944486, 1104343, 1097418]"
699,927,"[1029743, 1027168, 1106523, 1022254, 1044078]"
700,928,"[857006, 866871, 1014509, 988508, 1116050]"
701,929,"[997011, 986912, 1068719, 837644, 938319]"
702,931,"[972235, 1109981, 1082185, 824931, 1030981]"
703,932,"[1082185, 832513, 835300, 1106523, 826666]"
704,933,"[9835223, 1119761, 871756, 1106523, 1042544]"
705,934,"[1082185, 1068719, 1106523, 844179, 899624]"
706,936,"[1068719, 1082185, 899624, 1119784, 916122]"
707,937,"[1021116, 985699, 1134810, 1044759, 6034857]"
708,938,"[1017369, 13841744, 1087102, 850102, 990797]"
709,939,"[1082185, 844179, 1106523, 6464086, 12811532]"
710,940,"[988508, 1086384, 944486, 1029743, 956902]"
711,941,"[898466, 9677236, 6464166, 5568378, 976214]"
712,942,"[1074040, 946995, 6513604, 1015539, 6534480]"
713,943,"[1106523, 1035207, 5592931, 1082185, 1029743]"
714,944,"[899115, 986912, 979707, 1106523, 1127831]"
715,945,"[974177, 1082185, 835098, 9526673, 1029743]"
716,946,"[1082185, 1100972, 979707, 845307, 1068719]"
717,947,"[1136524, 944486, 895930, 1081177, 12731544]"
718,949,"[1035691, 828106, 8090537, 829001, 5570048]"
719,951,"[841220, 1030981, 1029743, 1050851, 823704]"
720,952,"[995628, 1075368, 856215, 1122358, 1106523]"
721,953,"[1082185, 826571, 947798, 1029743, 960421]"
722,954,"[1082185, 1029743, 1026118, 976199, 1004906]"
723,955,"[1082185, 844179, 1106523, 1077745, 825749]"
724,956,"[970455, 1082185, 865992, 879922, 9527323]"
725,957,"[5592931, 1082185, 1106523, 1029743, 1070820]"
726,959,"[883616, 898068, 1126045, 998119, 1106523]"
727,960,"[1104414, 1082185, 1029743, 872137, 886395]"
728,961,"[12428017, 1082185, 823641, 1110218, 909249]"
729,962,"[863632, 6534077, 10456568, 940947, 1105917]"
730,964,"[1044188, 1102067, 1106523, 1051211, 1082185]"
731,965,"[883940, 1139493, 1121694, 12301100, 12811532]"
732,966,"[1029743, 1106523, 1082185, 976199, 1126899]"
733,968,"[1082185, 1033142, 10149640, 1105488, 1029743]"
734,970,"[12949590, 1126899, 1082185, 1106523, 1029743]"
735,971,"[1082185, 1012922, 6553237, 919535, 985160]"
736,972,"[9803601, 13008334, 6704207, 942525, 6632283]"
737,973,"[1082185, 6548453, 1029743, 869857, 896085]"
738,975,"[12810422, 13381584, 868888, 5569471, 1055504]"
739,976,"[1082185, 844179, 866211, 1021324, 1029743]"
740,977,"[834117, 862725, 1113438, 1029743, 902396]"
741,978,"[1106523, 1082185, 1098844, 969866, 1037965]"
742,979,"[1082185, 5568378, 1034956, 1092885, 1029743]"
743,980,"[917427, 1126899, 1082185, 1029743, 1106523]"
744,981,"[1082185, 1029743, 1122358, 1126899, 1022254]"
745,982,"[1082185, 843111, 1029743, 1021324, 995876]"
746,983,"[1029743, 1082185, 844179, 5568378, 1036347]"
747,984,"[9655078, 979707, 829852, 820301, 985889]"
748,985,"[1098844, 1058214, 1074040, 825343, 825365]"
749,986,"[8205418, 1060673, 845622, 5572220, 1116635]"
750,987,"[1065538, 986912, 819978, 916122, 970747]"
751,988,"[1044188, 1070820, 1102067, 1082185, 979707]"
752,989,"[986912, 7147145, 1082185, 899624, 1029743]"
753,992,"[909714, 1126899, 1082185, 1029743, 1070820]"
754,993,"[887661, 1082185, 1022428, 9483753, 8090541]"
755,996,"[953539, 1081177, 1082185, 12757316, 1043751]"
756,998,"[899624, 1098844, 1044078, 823704, 845208]"
757,999,"[824931, 841220, 1029743, 899624, 1003487]"
758,1000,"[1008074, 1082185, 986912, 1100972, 922127]"
759,1001,"[6514259, 1064213, 1070782, 997011, 997987]"
760,1002,"[837569, 1082185, 12810422, 1033142, 1050851]"
761,1004,"[1029743, 1043730, 897083, 961620, 1122568]"
762,1005,"[819308, 841220, 12731701, 1108168, 1033142]"
763,1006,"[1051516, 1126899, 1082185, 1029743, 854852]"
764,1007,"[1029743, 1126899, 1082185, 6034857, 1070820]"
765,1008,"[910473, 9673830, 1022428, 1029743, 974156]"
766,1010,"[9527323, 5981072, 825365, 1082185, 953539]"
767,1011,"[1117358, 891423, 5566472, 1106523, 1082185]"
768,1014,"[829323, 901666, 9673980, 911974, 1137507]"
769,1015,"[986912, 1082185, 1037332, 1106523, 1022254]"
770,1016,"[883940, 1068451, 901916, 5572220, 903350]"
771,1017,"[1082185, 1029743, 916122, 7139529, 979707]"
772,1018,"[1004475, 870614, 858514, 951561, 838186]"
773,1019,"[6548453, 1106523, 934639, 957736, 879734]"
774,1020,"[1082185, 10456152, 1029743, 1041796, 965766]"
775,1021,"[842125, 832678, 1029743, 1082185, 833724]"
776,1023,"[1044259, 1019643, 936830, 12987975, 5570882]"
777,1024,"[1082185, 1092885, 1043751, 1029743, 999779]"
778,1025,"[1106523, 9469110, 870547, 12810389, 824193]"
779,1027,"[914318, 1126899, 862799, 899624, 1132771]"
780,1029,"[1082185, 12812474, 841220, 12949855, 1127831]"
781,1032,"[1114811, 6463752, 7442056, 879506, 982393]"
782,1033,"[9835223, 937292, 976199, 1042438, 1029743]"
783,1037,"[1106523, 1082185, 965766, 1029743, 885406]"
784,1039,"[1082185, 878285, 884686, 831063, 1029743]"
785,1040,"[1082185, 1056973, 1020404, 1105411, 5569471]"
786,1041,"[1106523, 899624, 1068719, 1082185, 1004906]"
787,1042,"[834435, 1082185, 1060408, 849505, 868683]"
788,1045,"[1082185, 1029743, 1068719, 10198378, 1134210]"
789,1046,"[1082185, 823862, 888104, 1109615, 5981072]"
790,1047,"[1115358, 863762, 819255, 844179, 899624]"
791,1049,"[1053282, 1082212, 1075175, 1000753, 948384]"
792,1050,"[1068719, 1082185, 1037863, 899624, 1026118]"
793,1051,"[5568758, 1082185, 1029743, 865026, 6534578]"
794,1053,"[835279, 932340, 971922, 979707, 1082185]"
795,1054,"[8019977, 872137, 1029743, 1082185, 1106523]"
796,1055,"[5592888, 9858847, 883202, 1082185, 1022254]"
797,1056,"[1106523, 998206, 1075175, 1038663, 1127758]"
798,1057,"[1117219, 916990, 1082185, 1013597, 1079528]"
799,1058,"[1129049, 1106523, 844179, 5568729, 1029743]"
800,1060,"[1082185, 1040346, 9245108, 13003092, 1001702]"
801,1061,"[1082185, 922561, 899624, 843464, 1106523]"
802,1062,"[1077373, 1082185, 1106523, 1029743, 1098248]"
803,1064,"[1082185, 839243, 862799, 904435, 1070820]"
804,1065,"[1106523, 1004906, 1056509, 851188, 871756]"
805,1066,"[1082185, 979707, 924352, 1100972, 830503]"
806,1067,"[891516, 865705, 5995129, 826666, 9575582]"
807,1068,"[1104649, 854133, 999779, 1128240, 1044078]"
808,1069,"[9676866, 9419443, 858439, 1029743, 999858]"
809,1070,"[1134398, 1096635, 8293439, 983584, 1123842]"
810,1071,"[1106523, 1068719, 946839, 1025641, 1029743]"
811,1072,"[841762, 1082185, 1079987, 979707, 1068719]"
812,1073,"[1082185, 1013597, 884686, 829001, 844179]"
813,1074,"[1029743, 1082185, 820486, 5591083, 1013167]"
814,1075,"[910473, 1029743, 1002850, 910673, 10149640]"
815,1076,"[1038663, 1036347, 1089954, 999858, 865456]"
816,1077,"[891632, 835098, 898068, 1029743, 12731714]"
817,1078,"[1098844, 6034577, 1082185, 1106523, 891423]"
818,1080,"[7441873, 899624, 1068719, 845208, 8090537]"
819,1081,"[1082185, 1029743, 1098435, 1068719, 850925]"
820,1082,"[910473, 1106523, 1046584, 9835947, 846823]"
821,1083,"[825343, 864335, 899624, 839419, 979707]"
822,1084,"[6704207, 999858, 847241, 907625, 844179]"
823,1085,"[1035691, 6464086, 1082185, 1098844, 1029743]"
824,1086,"[912280, 844179, 846823, 6602440, 1082185]"
825,1088,"[997011, 835530, 923670, 1022254, 979707]"
826,1089,"[947798, 1006483, 1029743, 1137387, 854042]"
827,1091,"[1082185, 1139142, 1060408, 1029743, 1050482]"
828,1092,"[1014948, 1132911, 999779, 1128016, 1029743]"
829,1093,"[845208, 1036347, 940766, 1068719, 1106523]"
830,1094,"[1082185, 1029743, 896085, 839243, 859154]"
831,1096,"[1126899, 1070820, 880150, 854852, 845208]"
832,1097,"[822226, 823862, 9553042, 908283, 857006]"
833,1098,"[1082185, 8205418, 1014732, 1029743, 899624]"
834,1099,"[980823, 1126899, 1029743, 1106523, 976199]"
835,1100,"[945662, 976199, 983584, 1029743, 1106523]"
836,1102,"[1082185, 1104649, 1059902, 1092835, 1044078]"
837,1103,"[1013407, 856942, 892503, 862535, 976199]"
838,1104,"[901460, 1065979, 986912, 1003257, 871756]"
839,1106,"[1101589, 12757316, 1082185, 1106523, 1064574]"
840,1107,"[1082185, 1070820, 965766, 1029743, 1106523]"
841,1109,"[1082185, 968992, 995876, 839243, 1046816]"
842,1110,"[957736, 819255, 990656, 951197, 1123146]"
843,1111,"[1082185, 845208, 842769, 884686, 871680]"
844,1112,"[1029743, 976199, 1082185, 916122, 1106523]"
845,1113,"[1082185, 854754, 1116741, 845208, 1029743]"
846,1114,"[1106523, 1082185, 944836, 1122358, 1029743]"
847,1116,"[1024051, 8090509, 1029743, 886996, 824193]"
848,1117,"[1082185, 835530, 1081177, 839656, 1051323]"
849,1119,"[5582712, 940947, 7155863, 12302069, 1029743]"
850,1121,"[1082185, 1029743, 9856740, 966684, 828106]"
851,1123,"[913026, 1098844, 1126899, 1082185, 1029743]"
852,1125,"[1082185, 1077373, 1029743, 1106523, 1070820]"
853,1126,"[862866, 1082185, 826666, 835098, 849003]"
854,1127,"[1082185, 1126899, 1106523, 1029743, 1004906]"
855,1128,"[829950, 5592931, 1044188, 9524291, 879876]"
856,1129,"[910473, 858439, 1137688, 909714, 1126899]"
857,1130,"[1058214, 8357613, 819255, 1098844, 844179]"
858,1131,"[1082185, 1029743, 12812474, 12810422, 1021116]"
859,1133,"[1098844, 827999, 1082185, 8290421, 865705]"
860,1134,"[1082185, 1029743, 1051323, 1128812, 1070820]"
861,1135,"[9487606, 1082185, 1070820, 1029743, 1106523]"
862,1136,"[1082185, 1106523, 845622, 907631, 9835223]"
863,1137,"[1082185, 1124432, 914318, 885290, 12301405]"
864,1138,"[1106523, 1015539, 957951, 5568721, 1056509]"
865,1140,"[6424472, 1029743, 904105, 983584, 892048]"
866,1141,"[896085, 910673, 1016800, 837304, 907631]"
867,1142,"[840890, 938512, 979707, 5564303, 1127470]"
868,1143,"[1070820, 1026118, 1126899, 1082185, 866211]"
869,1145,"[986912, 1037417, 941856, 1094308, 12648296]"
870,1146,"[1098844, 1016104, 12731466, 1068719, 1029743]"
871,1147,"[883932, 1106523, 1082185, 829001, 1068719]"
872,1148,"[1029743, 1044078, 1082185, 1072523, 1068719]"
873,1149,"[945909, 1082185, 982469, 1137688, 1026118]"
874,1151,"[888586, 6534578, 962266, 947798, 1048237]"
875,1152,"[936229, 6979253, 8090539, 5569471, 1110111]"
876,1154,"[1013531, 7152455, 898068, 1037417, 5592931]"
877,1155,"[1029743, 1082185, 1106523, 12949590, 1126899]"
878,1156,"[1070845, 1065167, 1106523, 1004906, 1029743]"
879,1157,"[939681, 1050482, 1070820, 949142, 1071342]"
880,1158,"[1106523, 1098844, 996444, 870929, 929018]"
881,1159,"[1082185, 1098844, 6391080, 1029743, 922127]"
882,1160,"[5592931, 844179, 1106523, 5574409, 12301100]"
883,1163,"[1053282, 1082185, 12946257, 13876901, 825343]"
884,1164,"[1082185, 1080853, 1130581, 1117514, 901062]"
885,1165,"[983106, 1082185, 854900, 851819, 1068504]"
886,1166,"[1082185, 1029743, 883616, 5567702, 979707]"
887,1167,"[1082185, 987044, 1030981, 7464370, 1127831]"
888,1168,"[1019637, 1062128, 983584, 1029743, 1126899]"
889,1169,"[1082185, 922561, 902377, 1085920, 1029743]"
890,1172,"[868909, 911017, 12132277, 1082185, 1097398]"
891,1173,"[5568721, 913026, 1029743, 1106523, 866211]"
892,1174,"[12731466, 845774, 1015597, 1082185, 1106523]"
893,1175,"[1082185, 6463789, 914318, 9677366, 1056005]"
894,1177,"[1026118, 1125278, 1062002, 1126899, 1082185]"
895,1178,"[849697, 6464165, 5588161, 9526572, 1104343]"
896,1179,"[1082185, 883932, 1117514, 1029743, 865456]"
897,1180,"[1104649, 12132277, 842140, 1029743, 890610]"
898,1181,"[6553237, 1075368, 1029743, 1000753, 978077]"
899,1182,"[899624, 5592931, 979707, 1109615, 1068719]"
900,1185,"[1059902, 985893, 844179, 1106523, 1131438]"
901,1186,"[1082185, 1026258, 1098844, 1026235, 1029743]"
902,1187,"[1058214, 1100972, 1106523, 949784, 1014948]"
903,1188,"[1106523, 936753, 1029743, 883202, 887503]"
904,1189,"[942525, 904997, 969866, 972143, 1037337]"
905,1190,"[868645, 985699, 6443332, 837304, 1029743]"
906,1191,"[865705, 1071342, 909714, 1082185, 823721]"
907,1192,"[1082185, 1029743, 1004906, 1070820, 1068719]"
908,1193,"[1086119, 1050851, 1033142, 1106523, 1082185]"
909,1194,"[910473, 898867, 1038745, 1004945, 1022254]"
910,1195,"[1002787, 825731, 1106523, 961979, 1082185]"
911,1196,"[13512017, 879699, 1092835, 5569376, 1082185]"
912,1197,"[1082185, 1029743, 858649, 12132315, 1030981]"
913,1198,"[915064, 1048237, 1054539, 1005274, 1029743]"
914,1201,"[1027642, 907099, 1029743, 1082185, 1037863]"
915,1202,"[825703, 872177, 845208, 7025202, 1051516]"
916,1203,"[1100972, 981660, 1106523, 910673, 9296919]"
917,1204,"[1106523, 9245108, 926905, 1037840, 933835]"
918,1205,"[1082185, 1076769, 1043751, 7147145, 5592931]"
919,1206,"[840890, 841220, 930666, 1043751, 9803601]"
920,1207,"[1106523, 1029743, 1126899, 1082185, 916122]"
